,origin.tree$tip.label
2935,Osmorhiza_aristata
2936,Osmorhiza_claytonii
2937,Anthriscus_sylvestris
2938,Pternopetalum_vulgare
2939,Pternopetalum_trichomanifolium
2940,Pternopetalum_tanakae
2941,Pternopetalum_heterophyllum
2942,Spuriopimpinella_arguta
2943,Spuriopimpinella_brachycarpa
2944,Rupiphila_tachiroei
2945,Ligusticum_canadense
2946,Spermolepis_echinatus
2947,Spermolepis_divaricata
2948,Zizia_aptera
2949,Zizia_aurea
2950,Thaspium_barbinode
2951,Cnidium_monnieri
2952,Peucedanum_terebinthaceum
2953,Ostericum_grosseserratum
2954,Peucedanum_elegans
2955,Angelica_decursiva
2956,Angelica_pubescens
2957,Angelica_amurensis
2958,Angelica_cartilaginomarginata
2959,Angelica_gigas
2960,Angelica_atropurpurea
2961,Angelica_tianmuensis
2962,Angelica_polymorpha
2963,Angelica_biserrata
2964,Angelica_dahurica
2965,Angelica_anomala
2966,Pimpinella_smithii
2967,Peucedanum_medicum
2968,Peucedanum_praeruptorum
2969,Saposhnikovia_divaricata
2970,Ligusticopsis_brachyloba
2971,Heracleum_maximum
2972,Heracleum_moellendorffii
2973,Heracleum_hemsleyanum
2974,Heracleum_candicans
2975,Peucedanum_harry-smithii
2976,Coriandrum_sativum
2977,Angelica_venenosa
2978,Angelica_triquinata
2979,Ligusticum_jeholense
2980,Ligusticum_sinense
2981,Angelica_sinensis
2982,Nothosmyrnium_japonicum
2983,Pimpinella_diversifolia
2984,Foeniculum_vulgare
2985,Apium_graveolens
2986,Apium_leptophyllum
2987,Carum_carvi
2988,Aegopodium_podagraria
2989,Aegopodium_alpestre
2990,Cyclospermum_leptophyllum
2991,Cryptotaenia_japonica
2992,Oxypolis_rigidior
2993,Cryptotaenia_canadensis
2994,Sium_suave
2995,Cicuta_virosa
2996,Cicuta_maculata
2997,Cicuta_bulbifera
2998,Pimpinella_rhomboidea
2999,Changium_smyrnioides
3000,Pimpinella_bobrovii
3001,Physospermopsis_delavayi
3002,Pleurospermum_uralense
3003,Bupleurum_chinense_f._pekinense
3004,Bupleurum_chinense
3005,Bupleurum_chinense_f._vanheurckii
3006,Bupleurum_chinense_f._octoradiatum
3007,Bupleurum_komarovianum
3008,Bupleurum_longiradiatum
3009,Bupleurum_euphorbioides
3010,Bupleurum_scorzonerifolium
3011,Bupleurum_longicaule
3012,Sanicula_gregaria
3013,Sanicula_marilandica
3014,Sanicula_canadensis
3015,Sanicula_orthacantha
3016,Sanicula_lamelligera
3017,Sanicula_chinensis
3018,Eryngium_aromaticum
3019,Eryngium_baldwinii
3020,Eryngium_yuccifolium
3021,Dickinsia_hydrocotyloides
3022,Pittosporum_podocarpum
3023,Pittosporum_rehderianum
3024,Pittosporum_trigonocarpum
3025,Pittosporum_truncatum
3026,Pittosporum_xylocarpum
3027,Pittosporum_illicioides
3028,Nemopanthus_mucronatus
3029,Ilex_pedunculosa
3030,Ilex_suaveolens
3031,Ilex_chinensis
3032,Ilex_purpurea
3033,Ilex_yunnanensis
3034,Ilex_litseifolia
3035,Ilex_mucronata
3036,Ilex_formosana
3037,Ilex_ficoidea
3038,Ilex_latifolia
3039,Ilex_chieniana
3040,Ilex_buergeri
3041,Ilex_pernyi
3042,Ilex_bioritsensis
3043,Ilex_corallina
3044,Ilex_cornuta
3045,Ilex_micrococca
3046,Ilex_rotunda
3047,Ilex_laevigata
3048,Ilex_verticillata
3049,Ilex_ambigua
3050,Ilex_macrocarpa
3051,Ilex_macropoda
3052,Ilex_wilsonii
3053,Ilex_glabra
3054,Ilex_coriacea
3055,Ilex_cassine_var._myrtifolia
3056,Ilex_opaca
3057,Ilex_decidua
3058,Ilex_vomitoria
3059,Ilex_ambigua_var._monticola
3060,Ilex_pubescens
3061,Ilex_crenata
3062,Ilex_triflora
3063,Ilex_tsoi
3064,Ilex_elmerrilliana
3065,Ilex_kobuskiana
3066,Ilex_cassine
3067,Helwingia_japonica
3068,Helwingia_chinensis
3069,Primula_ovalifolia
3070,Primula_maximowiczii
3071,Primula_farinosa
3072,Primula_fistulosa
3073,Primula_efarinosa
3074,Primula_sieboldii
3075,Androsace_filiformis
3076,Androsace_mariae
3077,Androsace_bungeana
3078,Androsace_umbellata
3079,Lysimachia_barystachys
3080,Lysimachia_lanceolata
3081,Lysimachia_terrestris
3082,Lysimachia_punctatilimba
3083,Lysimachia_borealis
3084,Lysimachia_melampyroides
3085,Lysimachia_congestiflora
3086,Lysimachia_stenosepala
3087,Lysimachia_rubiginosa
3088,Lysimachia_hemsleyana
3089,Lysimachia_paridiformis
3090,Lysimachia_christinae
3091,Lysimachia_patungensis
3092,Lysimachia_longipes
3093,Lysimachia_candida
3094,Lysimachia_heterogenea
3095,Lysimachia_pentapetala
3096,Lysimachia_clethroides
3097,Lysimachia_fortunei
3098,Lysimachia_nummularia
3099,Lysimachia_davurica
3100,Lysimachia_vulgaris
3101,Lysimachia_thyrsiflora
3102,Lysimachia_ciliata
3103,Lysimachia_quadrifolia
3104,Trientalis_europaea
3105,Trientalis_borealis
3106,Ardisia_chinensis
3107,Ardisia_japonica
3108,Ardisia_hanceana
3109,Ardisia_lindleyana
3110,Ardisia_brevicaulis
3111,Ardisia_crispa
3112,Ardisia_crenata
3113,Maesa_japonica
3114,Diospyros_armata
3115,Diospyros_kaki_var._silvestris
3116,Diospyros_cathayensis
3117,Diospyros_rhombifolia
3118,Diospyros_lotus
3119,Diospyros_glaucifolia
3120,Diospyros_morrisiana
3121,Diospyros_oleifera
3122,Diospyros_kaki
3123,Diospyros_virginiana
3124,Camellia_cuspidata
3125,Camellia_fraterna
3126,Camellia_sasanqua
3127,Camellia_chekiangoleosa
3128,Camellia_oleifera
3129,Camellia_sinensis
3130,Pyrenaria_microcarpa
3131,Schima_superba
3132,Gordonia_lasianthus
3133,Stewartia_rostrata
3134,Stewartia_sinensis
3135,Stewartia_malacodendron
3136,Stewartia_sinensis_var._brevicalyx
3137,Sideroxylon_rufohirtum
3138,Sideroxylon_lanuginosum
3139,Sideroxylon_tenax
3140,Phlox_drummondii
3141,Phlox_paniculata
3142,Phlox_nivalis
3143,Polemonium_chinense
3144,Polemonium_grandiflorum
3145,Phlox_caroliniana
3146,Phlox_pilosa
3147,Kalmia_latifolia
3148,Kalmia_angustifolia
3149,Kalmia_polifolia
3150,Bejaria_racemosa
3151,Phyllodoce_caerulea
3152,Epigaea_repens
3153,Empetrum_sibiricum
3154,Ceratiola_ericoides
3155,Rhododendron_fortunei
3156,Rhododendron_haofui
3157,Rhododendron_annae
3158,Rhododendron_auriculatum
3159,Rhododendron_maculiferum
3160,Rhododendron_adenopodum
3161,Rhododendron_aureum
3162,Rhododendron_brachycarpum
3163,Rhododendron_catawbiense
3164,Rhododendron_maximum
3165,Rhododendron_calendulaceum
3166,Rhododendron_prinophyllum
3167,Rhododendron_canescens
3168,Rhododendron_alabamense
3169,Rhododendron_viscosum
3170,Rhododendron_molle
3171,Rhododendron_canadense
3172,Rhododendron_lapponicum
3173,Rhododendron_dauricum
3174,Rhododendron_parvifolium
3175,Rhododendron_sp.
3176,Rhododendron_micranthum
3177,Rhododendron_groenlandicum
3178,Rhododendron_schlippenbachii
3179,Menziesia_pilosa
3180,Rhododendron_simsii
3181,Rhododendron_mariesii
3182,Rhododendron_farrerae
3183,Rhododendron_ovatum
3184,Rhododendron_latoucheae
3185,Rhododendron_simiarum
3186,Rhododendron_augustinii
3187,Ledum_palustre_subsp._groenlandicum
3188,Rhododendron_discolor
3189,Rhododendron_sutchuenense
3190,Rhododendron_redowskianum
3191,Vaccinium_myrsinites
3192,Vaccinium_pallidum
3193,Vaccinium_corymbosum
3194,Vaccinium_stamineum_var._melanocarpum
3195,Vaccinium_arboreum
3196,Vaccinium_bracteatum
3197,Vaccinium_erythrocarpum
3198,Vaccinium_stamineum
3199,Vaccinium_cespitosum
3200,Vaccinium_macrocarpon
3201,Gaylussacia_frondosa
3202,Gaylussacia_tomentosa
3203,Gaylussacia_nana
3204,Gaylussacia_baccata
3205,Gaylussacia_ursina
3206,Gaylussacia_dumosa
3207,Vaccinium_uliginosum
3208,Vaccinium_elliottii
3209,Vaccinium_microcarpum
3210,Vaccinium_oxycoccos
3211,Vaccinium_fuscatum
3212,Vaccinium_myrtilloides
3213,Vaccinium_angustifolium
3214,Vaccinium_carlesii
3215,Vaccinium_mandarinorum
3216,Vaccinium_iteophyllum
3217,Vaccinium_henryi
3218,Vaccinium_sprengelii
3219,Vaccinium_vacillans
3220,Vaccinium_vitis-idaea
3221,Vaccinium_constablaei
3222,Leucothoe_racemosa
3223,Leucothoe_recurva
3224,Chamaedaphne_calyculata
3225,Gaultheria_hispidula
3226,Gaultheria_procumbens
3227,Leucothoe_axillaris
3228,Andromeda_glaucophylla
3229,Lyonia_ligustrina
3230,Lyonia_ovalifolia
3231,Lyonia_mariana
3232,Lyonia_lucida
3233,Lyonia_fruticosa
3234,Lyonia_ferruginea
3235,Lyonia_ovalifolia_var._hebecarpa
3236,Pieris_formosa
3237,Pieris_japonica
3238,Oxydendrum_arboreum
3239,Pyrola_elliptica
3240,Pyrola_rotundifolia
3241,Pyrola_minor
3242,Pyrola_americana
3243,Pyrola_sp.
3244,Pyrola_chlorantha
3245,Pyrola_renifolia
3246,Orthilia_secunda
3247,Moneses_uniflora
3248,Monotropa_uniflora
3249,Chimaphila_maculata
3250,Chimaphila_japonica
3251,Chimaphila_umbellata
3252,Monotropastrum_humile
3253,Monotropa_hypopitys
3254,Arctous_alpina
3255,Arctous_rubra
3256,Ramischia_secunda
3257,Enkianthus_chinensis
3258,Clethra_fargesii
3259,Clethra_alnifolia
3260,Clethra_barbinervis
3261,Clethra_acuminata
3262,Cyrilla_racemiflora
3263,Actinidia_hemsleyana
3264,Actinidia_callosa
3265,Actinidia_chinensis
3266,Actinidia_deliciosa
3267,Actinidia_lanceolata
3268,Actinidia_latifolia
3269,Actinidia_melanandra
3270,Actinidia_arguta
3271,Actinidia_kolomikta
3272,Actinidia_polygama
3273,Actinidia_valvata
3274,Actinidia_callosa_var._discolor
3275,Actinidia_macrosperma
3276,Actinidia_callosa_var._henryi
3277,Clematoclethra_scandens
3278,Saurauia_tristyla
3279,Sarracenia_purpurea
3280,Styrax_wuyuanensis
3281,Styrax_calvescens
3282,Styrax_dasyanthus
3283,Styrax_confusus
3284,Styrax_odoratissimus
3285,Styrax_japonicus
3286,Styrax_obassis
3287,Styrax_hemsleyanus
3288,Styrax_grandifolius
3289,Styrax_suberifolius
3290,Pterostyrax_psilophyllus
3291,Pterostyrax_corymbosus
3292,Halesia_carolina
3293,Alniphyllum_fortunei
3294,Galax_urceolata
3295,Symplocos_tinctoria
3296,Symplocos_cochinchinensis_var._laurina
3297,Symplocos_lancifolia
3298,Symplocos_stellaris
3299,Symplocos_sumuntia
3300,Symplocos_anomala
3301,Symplocos_setchuensis
3302,Symplocos_phyllocalyx
3303,Symplocos_paniculata
3304,Symplocos_chinensis
3305,Ternstroemia_nitida
3306,Ternstroemia_gymnanthera
3307,Eurya_loquaiana
3308,Eurya_muricata
3309,Eurya_hebeclados
3310,Eurya_nitida
3311,Eurya_brevistyla
3312,Eurya_alata
3313,Eurya_obtusifolia
3314,Eurya_rubiginosa_var._attenuata
3315,Adinandra_millettii
3316,Cleyera_japonica
3317,Impatiens_davidii
3318,Impatiens_platysepala
3319,Impatiens_pallida
3320,Impatiens_neglecta
3321,Impatiens_capensis
3322,Impatiens_textorii
3323,Impatiens_tienmushanica
3324,Impatiens_leptocaulon
3325,Impatiens_balsamina
3326,Impatiens_siculifer
3327,Impatiens_pritzelii
3328,Impatiens_wilsonii
3329,Impatiens_blepharosepala
3330,Impatiens_furcillata
3331,Impatiens_recurvicornis
3332,Impatiens_stenosepala
3333,Impatiens_noli-tangere
3334,Nyssa_sinensis
3335,Nyssa_sylvatica
3336,Nyssa_biflora
3337,Camptotheca_acuminata
3338,Davidia_involucrata
3339,Cornus_canadensis
3340,Cornus_florida
3341,Cornus_kousa_subsp._chinensis
3342,Cornus_capitata
3343,Cornus_chinensis
3344,Cornus_officinalis
3345,Cornus_stricta
3346,Cornus_macrophylla
3347,Cornus_walteri
3348,Cornus_bretschneideri
3349,Cornus_amomum
3350,Cornus_alba
3351,Cornus_sericea
3352,Cornus_racemosa
3353,Cornus_rugosa
3354,Cornus_foemina
3355,Cornus_controversa
3356,Cornus_alternifolia
3357,Alangium_chinense_subsp._pauciflorum
3358,Alangium_chinense
3359,Alangium_kurzii
3360,Alangium_platanifolium
3361,Hydrangea_arborescens
3362,Hydrangea_strigosa
3363,Hydrangea_robusta
3364,Hydrangea_davidii
3365,Hydrangea_longipes
3366,Hydrangea_anomala
3367,Hydrangea_macrophylla
3368,Hydrangea_chinensis
3369,Hydrangea_angustipetala
3370,Hydrangea_bretschneideri
3371,Hydrangea_paniculata
3372,Hydrangea_quercifolia
3373,Hydrangea_villosa
3374,Hydrangea_corylifolia
3375,Pileostegia_viburnoides
3376,Decumaria_barbara
3377,Schizophragma_integrifolium
3378,Schizophragma_molle
3379,Cardiandra_moellendorffii
3380,Deutzia_parviflora_var._amurensis
3381,Deutzia_glauca
3382,Deutzia_schneideriana
3383,Deutzia_ningpoensis
3384,Deutzia_grandiflora
3385,Deutzia_baroniana
3386,Deutzia_glabrata
3387,Deutzia_parviflora
3388,Deutzia_discolor
3389,Philadelphus_zhejiangensis
3390,Philadelphus_pekinensis
3391,Philadelphus_schrenkii
3392,Philadelphus_incanus
3393,Philadelphus_sericanthus
3394,Philadelphus_coronarius
3395,Fagopyrum_esculentum
3396,Fagopyrum_dibotrys
3397,Fagopyrum_gracilipes
3398,Fagopyrum_tataricum
3399,Persicaria_virginiana
3400,Persicaria_hydropiperoides
3401,Persicaria_pensylvanica
3402,Persicaria_orientalis
3403,Persicaria_maculosa
3404,Persicaria_viscofera
3405,Persicaria_pubescens
3406,Persicaria_hydropiper
3407,Persicaria_mitis
3408,Persicaria_japonica
3409,Persicaria_jucunda
3410,Persicaria_longiseta
3411,Persicaria_lapathifolia
3412,Persicaria_amphibia
3413,Polygonum_hirsutum
3414,Polygonum_darrisii
3415,Persicaria_senticosa
3416,Persicaria_perfoliata
3417,Polygonum_sagittatum
3418,Persicaria_thunbergii
3419,Persicaria_hastatosagittata
3420,Persicaria_sieboldii
3421,Persicaria_maackiana
3422,Persicaria_arifolia
3423,Persicaria_dissitiflora
3424,Persicaria_nepalensis
3425,Persicaria_runcinata
3426,Persicaria_capitata
3427,Persicaria_taquetii
3428,Persicaria_careyi
3429,Persicaria_glabra
3430,Persicaria_punctata
3431,Persicaria_viscosa
3432,Persicaria_macrantha
3433,Persicaria_nodosa
3434,Polygonum_setaceum
3435,Persicaria_cliopolitana
3436,Persicaria_sagittata
3437,Antenoron_filiforme_var._filiforme
3438,Polygonum_runcinatum_var._sinense
3439,Bistorta_vivipara
3440,Bistorta_manshuriensis
3441,Persicaria_amplexicaulis
3442,Polygonum_suffultum
3443,Bistorta_amplexicaulis
3444,Bistorta_elliptica
3445,Koenigia_divaricata
3446,Koenigia_ocreata
3447,Koenigia_tripterocarpa
3448,Aconogonon_limosum
3449,Aconogonon_platyphyllum
3450,Polygonella_articulata
3451,Polygonum_cuspidatum
3452,Polygonella_gracilis
3453,Polygonum_ajanense
3454,Polygonum_ochotense
3455,Polygonum_kolumense
3456,Polygonum_longipes
3457,Polygonum_sentivosum
3458,Polygonum_tenue
3459,Polygonum_urumqiense
3460,Polygonum_muricatum
3461,Reynoutria_japonica
3462,Reynoutria_ciliinervis
3463,Rumex_dentatus
3464,Rumex_acetosa
3465,Rumex_patientia
3466,Rumex_maritimus
3467,Rumex_crispus
3468,Rumex_acetosella
3469,Rumex_hastatulus
3470,Rumex_nepalensis
3471,Rumex_japonicus
3472,Rumex_aquaticus
3473,Rumex_longifolius
3474,Rumex_gmelinii
3475,Rumex_chalepensis
3476,Rumex_amurensis
3477,Rumex_obtusifolius
3478,Rheum_officinale
3479,Rheum_undulatum
3480,Rheum_franzenbachii
3481,Oxyria_digyna
3482,Fallopia_cilinode
3483,Polygonum_aviculare
3484,Fallopia_cynanchoides
3485,Fallopia_convolvulus
3486,Fallopia_dumetorum
3487,Fallopia_scandens
3488,Fallopia_dentatoalata
3489,Fallopia_multiflora
3490,Eriogonum_tomentosum
3491,Drosera_rotundifolia
3492,Drosera_brevifolia
3493,Drosera_capillaris
3494,Drosera_peltata
3495,Drosera_intermedia
3496,Mollugo_stricta
3497,Claytonia_virginica
3498,Portulaca_oleracea
3499,Portulaca_pilosa
3500,Portulaca_amilis
3501,Opuntia_humifusa
3502,Talinum_paniculatum
3503,Mollugo_pentaphylla
3504,Mollugo_verticillata
3505,Mirabilis_jalapa
3506,Boerhavia_diffusa
3507,Phytolacca_acinosa
3508,Phytolacca_americana
3509,Chenopodium_acuminatum
3510,Dysphania_ambrosioides
3511,Teloxys_aristata
3512,Chenopodium_urbicum
3513,Chenopodium_serotinum
3514,Chenopodium_gracilispicum
3515,Chenopodium_bryoniaefolium
3516,Chenopodium_stenophyllum
3517,Chenopodium_glaucum
3518,Chenopodiastrum_hybridum
3519,Chenopodium_album
3520,Chenopodium_ficifolium
3521,Chenopodium_vulvaria
3522,Beta_vulgaris
3523,Bassia_scoparia
3524,Bassia_prostrata
3525,Salsola_collina
3526,Amaranthus_blitum
3527,Amaranthus_viridis
3528,Amaranthus_hybridus
3529,Amaranthus_retroflexus
3530,Amaranthus_caudatus
3531,Amaranthus_paniculatus
3532,Amaranthus_spinosus
3533,Celosia_argentea
3534,Celosia_cristata
3535,Achyranthes_bidentata
3536,Achyranthes_japonica
3537,Achyranthes_longifolia
3538,Achyranthes_aspera
3539,Froelichia_floridana
3540,Gomphrena_serrata
3541,Alternanthera_philoxeroides
3542,Alternanthera_sessilis
3543,Drymaria_cordata
3544,Stipulicida_setacea
3545,Paronychia_patula
3546,Paronychia_baldwinii
3547,Paronychia_americana
3548,Silene_coronaria
3549,Silene_banksia
3550,Silene_foliosa
3551,Silene_capitata
3552,Silene_koreana
3553,Silene_senno
3554,Silene_tatarinowii
3555,Silene_baccifera
3556,Silene_latifolia
3557,Silene_himalayensis
3558,Silene_firma
3559,Silene_aprica
3560,Silene_stellata
3561,Silene_virginica
3562,Silene_ovata
3563,Silene_arenosa
3564,Silene_antirrhina
3565,Silene_macrostyla
3566,Silene_jenisseensis
3567,Silene_fortunei
3568,Vaccaria_hispanica
3569,Silene_repens
3570,Lychnis_coronata
3571,Agrostemma_githago
3572,Saponaria_officinalis
3573,Dianthus_armeria
3574,Dianthus_deltoides
3575,Dianthus_longicalyx
3576,Dianthus_superbus
3577,Dianthus_chinensis
3578,Dianthus_barbatus
3579,Arenaria_serpyllifolia
3580,Moehringia_lateriflora
3581,Stellaria_palustris
3582,Stellaria_radians
3583,Stellaria_borealis
3584,Stellaria_bungeana
3585,Stellaria_filicaulis
3586,Stellaria_omeiensis
3587,Stellaria_dichotoma
3588,Stellaria_chinensis
3589,Stellaria_pubera
3590,Stellaria_alsine
3591,Stellaria_vestita
3592,Myosoton_aquaticum
3593,Stellaria_media
3594,Stellaria_neglecta
3595,Stellaria_graminea
3596,Stellaria_longifolia
3597,Cerastium_cerastoides
3598,Cerastium_furcatum
3599,Cerastium_baischanense
3600,Cerastium_holosteoides_var._vulgare
3601,Cerastium_arvense
3602,Cerastium_fontanum
3603,Cerastium_glomeratum
3604,Pseudostellaria_heterantha
3605,Pseudostellaria_davidii
3606,Pseudostellaria_sylvatica
3607,Pseudostellaria_japonica
3608,Pseudostellaria_heterophylla
3609,Eremogone_capillaris
3610,Eremogone_juncea
3611,Lychnis_flos-cuculi
3612,Gypsophila_pacifica
3613,Gypsophila_tschiliensis
3614,Sagina_japonica
3615,Sagina_procumbens
3616,Sagina_saginoides
3617,Pseudocherleria_macrocarpa
3618,Pseudocherleria_laricina
3619,Scleranthus_annuus
3620,Minuartia_arctica
3621,Minuartia_rupestris
3622,Spergularia_rubra
3623,Schoepfia_jasminodora
3624,Hyphear_tanakae
3625,Comandra_umbellata
3626,Pyrularia_pubera
3627,Viscum_articulatum
3628,Viscum_coloratum
3629,Arceuthobium_pusillum
3630,Phoradendron_leucarpum
3631,Buxus_sinica
3632,Buxus_henryi
3633,Buxus_microphylla
3634,Sarcococca_ruscifolia
3635,Sarcococca_pruniformis
3636,Sarcococca_hookeriana_var._digyna
3637,Pachysandra_sp.
3638,Pachysandra_terminalis
3639,Pachysandra_axillaris
3640,Tetracentron_sinense
3641,Sabia_discolor
3642,Sabia_swinhoei
3643,Sabia_schumanniana
3644,Sabia_japonica
3645,Sabia_yunnanensis
3646,Meliosma_rigida
3647,Meliosma_cuneifolia
3648,Meliosma_flexuosa
3649,Meliosma_veitchiorum
3650,Meliosma_oldhamii
3651,Platanus_occidentalis
3652,Platanus_x_hispanica
3653,Nelumbo_nucifera
3654,Lamprocapnos_spectabilis
3655,Corydalis_sempervirens
3656,Capnoides_sempervirens
3657,Corydalis_balansae
3658,Corydalis_edulis
3659,Corydalis_saxicola
3660,Corydalis_speciosa
3661,Corydalis_racemosa
3662,Corydalis_ophiocarpa
3663,Corydalis_pallida
3664,Corydalis_bungeana
3665,Corydalis_incisa
3666,Corydalis_temulifolia
3667,Corydalis_ochotensis
3668,Corydalis_decumbens
3669,Corydalis_ambigua
3670,Corydalis_repens
3671,Corydalis_yanhusuo
3672,Corydalis_turtschaninovii
3673,Corydalis_buschii
3674,Corydalis_fangshanensis
3675,Corydalis_watanabei
3676,Corydalis_wilfordii
3677,Corydalis_micrantha_subsp._australis
3678,Corydalis_gigantea
3679,Adlumia_asiatica
3680,Dicentra_canadensis
3681,Dicentra_cucullaria
3682,Dicentra_eximia
3683,Hypecoum_leptocarpum
3684,Macleaya_cordata
3685,Chelidonium_majus
3686,Hylomecon_japonica
3687,Eomecon_chionantha
3688,Sanguinaria_canadensis
3689,Papaver_nudicaule
3690,Sinomenium_acutum
3691,Menispermum_dauricum
3692,Stephania_tetrandra
3693,Stephania_sinica
3694,Stephania_excentrica
3695,Stephania_cephalantha
3696,Stephania_herbacea
3697,Stephania_japonica
3698,Cyclea_sutchuenensis
3699,Cyclea_racemosa
3700,Cocculus_carolinus
3701,Cocculus_orbiculatus
3702,Tinospora_sagittata
3703,Nandina_domestica
3704,Jeffersonia_diphylla
3705,Plagiorhegma_dubium
3706,Diphylleia_sinensis
3707,Diphylleia_cymosa
3708,Dysosma_delavayi
3709,Dysosma_difformis
3710,Dysosma_versipellis
3711,Dysosma_pleiantha
3712,Epimedium_davidii
3713,Epimedium_wushanense
3714,Epimedium_acuminatum
3715,Epimedium_fargesii
3716,Epimedium_hunanense
3717,Epimedium_koreanum
3718,Epimedium_sagittatum
3719,Caulophyllum_thalictroides
3720,Caulophyllum_robustum
3721,Gymnospermium_microrrhynchum
3722,Berberis_dasystachya
3723,Berberis_lempergiana
3724,Berberis_silvicola
3725,Berberis_triacanthophora
3726,Berberis_virgetorum
3727,Berberis_bealei
3728,Berberis_gracilipes
3729,Berberis_fortunei
3730,Mahonia_eurybracteata
3731,Mahonia_bealei
3732,Berberis_wilsonae
3733,Berberis_gagnepainii
3734,Berberis_candidula
3735,Berberis_julianae
3736,Berberis_bergmanniae
3737,Berberis_soulieana
3738,Berberis_amurensis
3739,Berberis_vulgaris
3740,Berberis_thunbergii
3741,Berberis_brachypoda
3742,Berberis_sibirica
3743,Berberis_poiretii
3744,Podophyllum_peltatum
3745,Coptis_trifolia
3746,Coptis_chinensis
3747,Coptis_chinensis_var._brevisepala
3748,Xanthorhiza_simplicissima
3749,Adonis_amurensis
3750,Trollius_chinensis
3751,Trollius_ledebouri
3752,Trollius_japonicus
3753,Trollius_macropetalus
3754,Caltha_palustris_var._membranacea
3755,Caltha_palustris_var._sibirica
3756,Caltha_palustris
3757,Calathodes_oxycarpa
3758,Actaea_simplex
3759,Cimicifuga_americana
3760,Actaea_cimicifuga
3761,Actaea_dahurica
3762,Cimicifuga_racemosa
3763,Actaea_asiatica
3764,Actaea_rubra
3765,Actaea_pachypoda
3766,Actaea_japonica
3767,Eranthis_stellata
3768,Anemone_acutiloba
3769,Anemone_dichotoma
3770,Anemone_cathayensis
3771,Anemone_rivularis_var._flore-minore
3772,Anemone_rossii
3773,Anemone_baicalensis
3774,Anemone_flaccida
3775,Anemone_obtusiloba
3776,Anemone_hepatica_var._asiatica
3777,Anemone_americana
3778,Hepatica_acutiloba
3779,Anemone_davidii
3780,Anemone_stolonifera
3781,Anemone_amurensis
3782,Anemone_reflexa
3783,Anemone_umbrosa
3784,Anemone_sylvestris
3785,Anemone_virginiana
3786,Anemone_quinquefolia
3787,Anemone_raddeana
3788,Anemone_rivularis
3789,Anemone_tomentosa
3790,Anemone_hupehensis
3791,Pulsatilla_cernua
3792,Clematis_pseudootophora
3793,Clematis_longistyla
3794,Clematis_urophylla
3795,Clematis_leschenaultiana
3796,Clematis_henryi
3797,Clematis_armandii
3798,Clematis_argentilucida
3799,Clematis_virginiana
3800,Clematis_pinnata
3801,Clematis_heracleifolia
3802,Clematis_apiifolia
3803,Clematis_apiifolia_var._obtusidentata
3804,Clematis_brevicaudata
3805,Clematis_peterae
3806,Clematis_gratopsis
3807,Clematis_montana
3808,Clematis_lasiandra
3809,Clematis_uncinata
3810,Clematis_finetiana
3811,Clematis_chinensis
3812,Clematis_terniflora_var._mandshurica
3813,Clematis_terniflora
3814,Clematis_hexapetala
3815,Clematis_otophora
3816,Clematis_repens
3817,Clematis_javana
3818,Clematis_reticulata
3819,Clematis_fusca
3820,Clematis_acerifolia
3821,Clematis_aethusifolia
3822,Clematis_nobilis
3823,Clematis_koreana
3824,Clematis_ochotensis
3825,Clematis_macropetala
3826,Clematis_serratifolia
3827,Clematis_intricata
3828,Ranunculus_gmelinii
3829,Ranunculus_allegheniensis
3830,Ranunculus_abortivus
3831,Ranunculus_pedatifidus
3832,Ranunculus_ternatus
3833,Ranunculus_bungei
3834,Ranunculus_aquatilis
3835,Ranunculus_sceleratus
3836,Ranunculus_ficariifolius
3837,Ranunculus_cantoniensis
3838,Ranunculus_chinensis
3839,Ranunculus_sieboldii
3840,Ranunculus_bulbosus
3841,Ranunculus_sardous
3842,Ranunculus_hispidus
3843,Ranunculus_repens
3844,Ranunculus_japonicus
3845,Ranunculus_acris
3846,Ranunculus_recurvatus
3847,Ranunculus_franchetii
3848,Ranunculus_kauffmanii
3849,Ranunculus_tachiroei
3850,Trautvetteria_carolinensis
3851,Aconitum_cannabifolium
3852,Aconitum_umbrosum
3853,Aconitum_alboviolaceum
3854,Aconitum_finetianum
3855,Aconitum_kusnezoffii
3856,Aconitum_sinomontanum
3857,Aconitum_scaposum
3858,Aconitum_monanthum
3859,Aconitum_variegatum
3860,Aconitum_carmichaelii_var._truppelianum
3861,Aconitum_jaluense
3862,Aconitum_volubile_var._latisectum
3863,Aconitum_carmichaelii_var._hwangshanicum
3864,Aconitum_carmichaelii
3865,Aconitum_volubile
3866,Aconitum_villosum
3867,Aconitum_tanguticum
3868,Aconitum_hemsleyanum
3869,Aconitum_henryi
3870,Aconitum_coreanum
3871,Aconitum_uncinatum
3872,Aconitum_reclinatum
3873,Aconitum_kirinense
3874,Aconitum_paniculigerum
3875,Aconitum_dunhuaense
3876,Aconitum_fusungense
3877,Delphinium_sinoelatum
3878,Delphinium_anthriscifolium
3879,Delphinium_alabamicum
3880,Delphinium_grandiflorum
3881,Delphinium_maackianum
3882,Enemion_biternatum
3883,Isopyrum_manshuricum
3884,Enemion_raddeanum
3885,Dichocarpum_fargesii
3886,Semiaquilegia_adoxoides
3887,Aquilegia_japonica
3888,Aquilegia_canadensis
3889,Aquilegia_yabeana
3890,Aquilegia_ecalcarata
3891,Aquilegia_oxysepala_var._kansuensis
