Species,genus,family,order,group
Parnassia_foliosa,Parnassia,Celastraceae,Celastrales,Angiosperms
Parnassia_wightiana,Parnassia,Celastraceae,Celastrales,Angiosperms
Parnassia_delavayi,Parnassia,Celastraceae,Celastrales,Angiosperms
Parnassia_palustris,Parnassia,Celastraceae,Celastrales,Angiosperms
Parnassia_asarifolia,Parnassia,Celastraceae,Celastrales,Angiosperms
Parnassia_oreophila,Parnassia,Celastraceae,Celastrales,Angiosperms
Microtropis_fokienensis,Microtropis,Celastraceae,Celastrales,Angiosperms
Hemsleya_graciliflora,Hemsleya,Cucurbitaceae,Cucurbitales,Angiosperms
Hemsleya_chinensis,Hemsleya,Cucurbitaceae,Cucurbitales,Angiosperms
Gynostemma_pentaphyllum,Gynostemma,Cucurbitaceae,Cucurbitales,Angiosperms
Actinostemma_tenerum,Actinostemma,Cucurbitaceae,Cucurbitales,Angiosperms
Bolbostemma_paniculatum,Bolbostemma,Cucurbitaceae,Cucurbitales,Angiosperms
Citrullus_lanatus,Citrullus,Cucurbitaceae,Cucurbitales,Angiosperms
Lagenaria_siceraria,Lagenaria,Cucurbitaceae,Cucurbitales,Angiosperms
Benincasa_hispida,Benincasa,Cucurbitaceae,Cucurbitales,Angiosperms
Cucumis_anguria,Cucumis,Cucurbitaceae,Cucurbitales,Angiosperms
Neoachmandra_japonica,Neoachmandra,Cucurbitaceae,Cucurbitales,Angiosperms
Melothria_pendula,Melothria,Cucurbitaceae,Cucurbitales,Angiosperms
Cucurbita_moschata,Cucurbita,Cucurbitaceae,Cucurbitales,Angiosperms
Schizopepon_dioicus,Schizopepon,Cucurbitaceae,Cucurbitales,Angiosperms
Trichosanthes_cucumeroides,Trichosanthes,Cucurbitaceae,Cucurbitales,Angiosperms
Trichosanthes_rosthornii,Trichosanthes,Cucurbitaceae,Cucurbitales,Angiosperms
Trichosanthes_kirilowii,Trichosanthes,Cucurbitaceae,Cucurbitales,Angiosperms
Sicyos_angulatus,Sicyos,Cucurbitaceae,Cucurbitales,Angiosperms
Echinocystis_lobata,Echinocystis,Cucurbitaceae,Cucurbitales,Angiosperms
Luffa_aegyptiaca,Luffa,Cucurbitaceae,Cucurbitales,Angiosperms
Thladiantha_oliveri,Thladiantha,Cucurbitaceae,Cucurbitales,Angiosperms
Thladiantha_dubia,Thladiantha,Cucurbitaceae,Cucurbitales,Angiosperms
Thladiantha_henryi,Thladiantha,Cucurbitaceae,Cucurbitales,Angiosperms
Thladiantha_nudiflora,Thladiantha,Cucurbitaceae,Cucurbitales,Angiosperms
Thladiantha_hookeri,Thladiantha,Cucurbitaceae,Cucurbitales,Angiosperms
Begonia_grandis,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Begonia_grandis_subsp._evansiana,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Begonia_grandis_subsp._sinensis,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Begonia_henryi,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Begonia_pedatifida,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Begonia_cubensis,Begonia,Begoniaceae,Cucurbitales,Angiosperms
Coriaria_nepalensis,Coriaria,Coriariaceae,Cucurbitales,Angiosperms
Fagus_longipetiolata,Fagus,Fagaceae,Fagales,Angiosperms
Fagus_engleriana,Fagus,Fagaceae,Fagales,Angiosperms
Fagus_lucida,Fagus,Fagaceae,Fagales,Angiosperms
Fagus_sylvatica,Fagus,Fagaceae,Fagales,Angiosperms
Fagus_grandifolia,Fagus,Fagaceae,Fagales,Angiosperms
Lithocarpus_chrysocomus,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_brevicaudatus,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_paniculatus,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_eriobotryoides,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_glaber,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_henryi,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_hancei,Lithocarpus,Fagaceae,Fagales,Angiosperms
Lithocarpus_cleistocarpus,Lithocarpus,Fagaceae,Fagales,Angiosperms
Castanea_seguinii,Castanea,Fagaceae,Fagales,Angiosperms
Castanea_henryi,Castanea,Fagaceae,Fagales,Angiosperms
Castanea_pumila,Castanea,Fagaceae,Fagales,Angiosperms
Castanea_mollissima,Castanea,Fagaceae,Fagales,Angiosperms
Castanea_dentata,Castanea,Fagaceae,Fagales,Angiosperms
Castanopsis_tibetana,Castanopsis,Fagaceae,Fagales,Angiosperms
Castanopsis_fordii,Castanopsis,Fagaceae,Fagales,Angiosperms
Castanopsis_fargesii,Castanopsis,Fagaceae,Fagales,Angiosperms
Castanopsis_carlesii,Castanopsis,Fagaceae,Fagales,Angiosperms
Castanopsis_eyrei,Castanopsis,Fagaceae,Fagales,Angiosperms
Castanopsis_sclerophylla,Castanopsis,Fagaceae,Fagales,Angiosperms
Quercus_ilicifolia,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_margarettae,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_falcata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_imbricaria,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_acrodonta,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_arkansana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_jenseniana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_prinus,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_serrata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_mongolica,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_aliena,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_multinervis,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_stewardiana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_sessilifolia,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_oxyodon,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_ciliaris,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_myrsinifolia,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_glauca,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_dolicholepis,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_fabri,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_wutaishanica,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_dentata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_geminata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_lobata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_prinoides,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_stellata,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_montana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_bicolor,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_michauxii,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_alba,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_chapmanii,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_virginiana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_phillyraeoides,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_variabilis,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_acutissima,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_spinosa,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_incana,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_phellos,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_laurifolia,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_rubra,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_velutina,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_coccinea,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_nigra,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_hemisphaerica,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_laevis,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_shumardii,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_pumila,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_myrtifolia,Quercus,Fagaceae,Fagales,Angiosperms
Quercus_marilandica,Quercus,Fagaceae,Fagales,Angiosperms
Juglans_mandshurica,Juglans,Juglandaceae,Fagales,Angiosperms
Juglans_cinerea,Juglans,Juglandaceae,Fagales,Angiosperms
Juglans_cathayensis,Juglans,Juglandaceae,Fagales,Angiosperms
Juglans_regia,Juglans,Juglandaceae,Fagales,Angiosperms
Juglans_nigra,Juglans,Juglandaceae,Fagales,Angiosperms
Cyclocarya_paliurus,Cyclocarya,Juglandaceae,Fagales,Angiosperms
Pterocarya_hupehensis,Pterocarya,Juglandaceae,Fagales,Angiosperms
Pterocarya_macroptera,Pterocarya,Juglandaceae,Fagales,Angiosperms
Pterocarya_macroptera_var._insignis,Pterocarya,Juglandaceae,Fagales,Angiosperms
Pterocarya_stenoptera,Pterocarya,Juglandaceae,Fagales,Angiosperms
Carya_illinoinensis,Carya,Juglandaceae,Fagales,Angiosperms
Carya_ovata,Carya,Juglandaceae,Fagales,Angiosperms
Carya_cordiformis,Carya,Juglandaceae,Fagales,Angiosperms
Carya_glabra,Carya,Juglandaceae,Fagales,Angiosperms
Carya_alba,Carya,Juglandaceae,Fagales,Angiosperms
Carya_illinoiensis,Carya,Juglandaceae,Fagales,Angiosperms
Carya_tomentosa,Carya,Juglandaceae,Fagales,Angiosperms
Carya_pallida,Carya,Juglandaceae,Fagales,Angiosperms
Carya_cathayensis,Carya,Juglandaceae,Fagales,Angiosperms
Platycarya_strobilacea,Platycarya,Juglandaceae,Fagales,Angiosperms
Myrica_heterophylla,Myrica,Myricaceae,Fagales,Angiosperms
Morella_cerifera,Morella,Myricaceae,Fagales,Angiosperms
Morella_rubra,Morella,Myricaceae,Fagales,Angiosperms
Comptonia_peregrina,Comptonia,Myricaceae,Fagales,Angiosperms
Myrica_gale,Myrica,Myricaceae,Fagales,Angiosperms
Alnus_serrulata,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_alnobetula,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_mandshurica,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_viridis,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_japonica,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_incana,Alnus,Betulaceae,Fagales,Angiosperms
Alnus_hirsuta,Alnus,Betulaceae,Fagales,Angiosperms
Betula_chinensis,Betula,Betulaceae,Fagales,Angiosperms
Betula_ovalifolia,Betula,Betulaceae,Fagales,Angiosperms
Betula_cordifolia,Betula,Betulaceae,Fagales,Angiosperms
Betula_utilis_subsp._albosinensis,Betula,Betulaceae,Fagales,Angiosperms
Betula_luminifera,Betula,Betulaceae,Fagales,Angiosperms
Betula_nigra,Betula,Betulaceae,Fagales,Angiosperms
Betula_lenta,Betula,Betulaceae,Fagales,Angiosperms
Betula_papyrifera,Betula,Betulaceae,Fagales,Angiosperms
Betula_alleghaniensis,Betula,Betulaceae,Fagales,Angiosperms
Betula_utilis,Betula,Betulaceae,Fagales,Angiosperms
Betula_schmidtii,Betula,Betulaceae,Fagales,Angiosperms
Betula_fruticosa,Betula,Betulaceae,Fagales,Angiosperms
Betula_costata,Betula,Betulaceae,Fagales,Angiosperms
Betula_davurica,Betula,Betulaceae,Fagales,Angiosperms
Betula_ermanii,Betula,Betulaceae,Fagales,Angiosperms
Betula_platyphylla,Betula,Betulaceae,Fagales,Angiosperms
Betula_austrosinensis,Betula,Betulaceae,Fagales,Angiosperms
Betula_populifolia,Betula,Betulaceae,Fagales,Angiosperms
Corylus_chinensis,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_americana,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_cornuta,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_heterophylla,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_heterophylla_var._sutchuenensis,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_ferox_var._thibetica,Corylus,Betulaceae,Fagales,Angiosperms
Corylus_mandshurica,Corylus,Betulaceae,Fagales,Angiosperms
Ostrya_virginiana,Ostrya,Betulaceae,Fagales,Angiosperms
Ostrya_rehderiana,Ostrya,Betulaceae,Fagales,Angiosperms
Carpinus_caroliniana,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_tschonoskii,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_londoniana,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_viminea,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_turczaninovii,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_polyneura,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_pubescens,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_hupeana,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_fargesiana,Carpinus,Betulaceae,Fagales,Angiosperms
Carpinus_cordata,Carpinus,Betulaceae,Fagales,Angiosperms
Ostryopsis_davidiana,Ostryopsis,Betulaceae,Fagales,Angiosperms
Potentilla_nivea,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_tanacetifolia,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_retusa,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_cryptotaeniae,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_kleiniana,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_verticillaris,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_multicaulis,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_discolor,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_norvegica,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_longifolia,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_freyniana,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_flagellaris,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_canadensis,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_simplex,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_centigrana,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_sterilis,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_anserina,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_glabra,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_supina_subsp._paradoxa,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_supina_subsp._supina,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_ancistrifolia,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_simulatrix,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_parvifolia,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_argentea,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_indica_var._indica,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_fragarioides,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_chinensis,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_multifida,Potentilla,Rosaceae,Rosales,Angiosperms
Potentilla_reptans,Potentilla,Rosaceae,Rosales,Angiosperms
Duchesnea_indica,Duchesnea,Rosaceae,Rosales,Angiosperms
Duchesnea_chrysantha,Duchesnea,Rosaceae,Rosales,Angiosperms
Comarum_palustre,Comarum,Rosaceae,Rosales,Angiosperms
Sibbaldiopsis_tridenta,Sibbaldiopsis,Rosaceae,Rosales,Angiosperms
Sibbaldia_procumbens,Sibbaldia,Rosaceae,Rosales,Angiosperms
Fragaria_orientalis,Fragaria,Rosaceae,Rosales,Angiosperms
Fragaria_virginiana,Fragaria,Rosaceae,Rosales,Angiosperms
Chamaerhodos_canescens,Chamaerhodos,Rosaceae,Rosales,Angiosperms
Chamaerhodos_erecta,Chamaerhodos,Rosaceae,Rosales,Angiosperms
Dasiphora_fruticosa,Dasiphora,Rosaceae,Rosales,Angiosperms
Sanguisorba_officinalis,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_tenuifolia,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_sitchensis,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_obtusa,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_parviflora,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_applanata,Sanguisorba,Rosaceae,Rosales,Angiosperms
Sanguisorba_officinalis_var._longifolia,Sanguisorba,Rosaceae,Rosales,Angiosperms
Agrimonia_gryposepala,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_parviflora,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_pubescens,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_rostellata,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_microcarpa,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_coreana,Agrimonia,Rosaceae,Rosales,Angiosperms
Agrimonia_pilosa,Agrimonia,Rosaceae,Rosales,Angiosperms
Rosa_bracteata,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_sertata,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_maximowicziana,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_multiflora_var._cathayensis,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_dahurica,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_koreana,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_carolina,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_davurica,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_bella,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_palustris,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_henryi,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_multiflora,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_helenae,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_roxburghii,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_caudata,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_acicularis,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_spinosissima,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_laevigata,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_cymosa,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_banksiae,Rosa,Rosaceae,Rosales,Angiosperms
Rosa_rubus,Rosa,Rosaceae,Rosales,Angiosperms
Rubus_pensilvanicus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pubescens,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_canadensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_repens,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_buergeri,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_hispidus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_sachalinensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_hunanensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_trivialis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_setosus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_argutus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_amabilis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_chingii,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_parkeri,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_kulinganus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_flosculosus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_adenophorus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_tsangiorum,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_playfairianus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_lambertianus_var._glaber,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_vermontanus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_peltatus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_henryi,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_xanthoneurus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_laciniatus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_junceus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pacificus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pileatus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pungens_var._oldhamii,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_sumatranus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_dalibarda,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_impressinervius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_inopertus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_occidentalis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pungens,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_saxatilis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_setchuenensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_amphidasys,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_swinhoei,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_lambertianus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_reflexus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_irenaeus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_pectinellus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_tephrodes,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_ichangensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_rosifolius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_hirsutus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_corchorifolius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_trianthus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_crataegifolius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_arcticus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_phoenicolasius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_parvifolius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_innominatus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_innominatus_var._kuntzeanus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_coreanus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_idaeus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_cuneifolius,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_allegheniensis,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_flagellaris,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_odoratus,Rubus,Rosaceae,Rosales,Angiosperms
Rubus_chamaemorus,Rubus,Rosaceae,Rosales,Angiosperms
Geum_canadense,Geum,Rosaceae,Rosales,Angiosperms
Geum_japonicum,Geum,Rosaceae,Rosales,Angiosperms
Geum_virginianum,Geum,Rosaceae,Rosales,Angiosperms
Geum_laciniatum,Geum,Rosaceae,Rosales,Angiosperms
Geum_rivale,Geum,Rosaceae,Rosales,Angiosperms
Geum_aleppicum,Geum,Rosaceae,Rosales,Angiosperms
Filipendula_intermedia,Filipendula,Rosaceae,Rosales,Angiosperms
Filipendula_palmata,Filipendula,Rosaceae,Rosales,Angiosperms
Filipendula_angustiloba,Filipendula,Rosaceae,Rosales,Angiosperms
Filipendula_glaberrima,Filipendula,Rosaceae,Rosales,Angiosperms
Dryas_octopetala_var._asiatica,Dryas,Rosaceae,Rosales,Angiosperms
Aronia_arbutifolia,Aronia,Rosaceae,Rosales,Angiosperms
Aronia_melanocarpa,Aronia,Rosaceae,Rosales,Angiosperms
Malus_angustifolia,Malus,Rosaceae,Rosales,Angiosperms
Malus_leiocalyca,Malus,Rosaceae,Rosales,Angiosperms
Malus_soulardii,Malus,Rosaceae,Rosales,Angiosperms
Malus_komarovii,Malus,Rosaceae,Rosales,Angiosperms
Malus_asiatica,Malus,Rosaceae,Rosales,Angiosperms
Malus_hupehensis,Malus,Rosaceae,Rosales,Angiosperms
Malus_pumila,Malus,Rosaceae,Rosales,Angiosperms
Malus_baccata,Malus,Rosaceae,Rosales,Angiosperms
Malus_mandshurica,Malus,Rosaceae,Rosales,Angiosperms
Malus_sieboldii,Malus,Rosaceae,Rosales,Angiosperms
Photinia_beauverdiana,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_schneideriana,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_villosa,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_parvifolia,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_hirsuta,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_komarovii,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_glabra,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_serratifolia,Photinia,Rosaceae,Rosales,Angiosperms
Photinia_davidsoniae,Photinia,Rosaceae,Rosales,Angiosperms
Pyracantha_fortuneana,Pyracantha,Rosaceae,Rosales,Angiosperms
Pyracantha_koidzumii,Pyracantha,Rosaceae,Rosales,Angiosperms
Pyracantha_atalantioides,Pyracantha,Rosaceae,Rosales,Angiosperms
Pyracantha_crenulata,Pyracantha,Rosaceae,Rosales,Angiosperms
Crataegus_flava,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_flabellata,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_spathulata,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_hupehensis,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_dahurica,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_intricata,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_pulcherrima,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_integra,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_sp,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_michauxii,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_macrosperma,Crataegus,Rosaceae,Rosales,Angiosperms
Crataegus_maximowiczii,Crataegus,Rosaceae,Rosales,Angiosperms
